NAME,RAJD,DECJD,P0,S1400,DIST,DIST_DM,
J0815+0939,123.78656667,9.66408333,0.645161,*,2.491,2.491,
J0815+4611,123.99775958,46.19812222,0.434242,*,0.358,0.358,
J0818-3049,124.70541667,-30.82527778,0.763742,0.33,0.422,0.422,
J0818-3232,124.60806250,-32.54181389,2.161259,1.40,0.484,0.484,
B0818-13,125.10992375,-13.84884972,1.238130,6.00,1.900,2.321,
J0820-3826,125.24970417,-38.44525000,0.124837,0.49,4.084,4.084,
J0820-3921,125.20462500,-39.36547222,1.073567,0.40,3.576,3.576,
B0818-41,125.06441667,-41.24311111,0.545446,5.00,0.571,0.571,
J0821-4221,125.43598333,-42.35707222,0.396728,0.80,5.802,5.802,
J0821-4300,125.48902208,-43.00474278,0.112799,*,2.200,*,
B0820+02,125.79068792,1.98679694,0.864873,4.00,2.500,0.808,
J0824+0028,126.10350092,0.46682417,0.009861,0.51,1.689,1.689,
B0823+26,126.71461167,26.62258250,0.530661,10.00,0.498,0.314,
J0827+53,126.95000000,53.00000000,0.013500,*,1.571,1.571,
B0826-34,127.06927293,-34.28529102,1.848919,0.25,0.354,0.354,
J0831-4406,127.88512500,-44.10330556,0.311674,0.43,5.883,5.883,
J0834-4159,128.57419583,-41.99333056,0.121118,0.28,5.508,5.508,
J0834-60,128.70833333,-60.58333333,0.384645,*,0.095,0.095,
J0835-3707,128.76283333,-37.13097222,0.541404,0.28,0.555,0.555,
B0833-45,128.83588121,-45.17635419,0.089328,1050.00,0.280,0.328,
J0836-4233,129.02437500,-42.55691667,0.738436,0.13,3.609,3.609,
B0834+06,129.27350833,6.17071111,1.273768,5.00,0.190,0.190,
J0837-24,129.43333333,-24.79666667,*,*,25.000,25.000,
B0835-41,129.33830958,-41.58737861,0.751625,35.00,1.500,1.421,
J0838-2621,129.57833750,-26.35820833,0.308581,0.50,4.102,4.102,
J0838-3947,129.62833333,-39.78944444,1.703946,0.11,5.095,5.095,
J0839-66,129.90416667,-66.58111111,0.449339,*,0.448,0.448,
B0839-53,130.14052500,-53.54331944,0.720614,1.70,0.566,0.566,
B0840-48,130.52268458,-48.85572222,0.644354,1.07,3.103,3.103,
J0843+0719,130.89091667,7.31327778,1.365860,*,2.068,2.068,
J0843-5022,130.79118333,-50.37863889,0.208956,0.70,1.573,1.573,
J0843+67,130.84500000,67.21888889,0.002846,*,1.579,1.579,
B0844-35,131.52516667,-35.56144444,1.116098,5.00,0.535,0.535,
J0847-4316,131.98887500,-43.28244444,5.977493,*,6.547,6.547,
J0848+16,132.22083333,16.71666667,0.452400,*,2.283,2.283,
J0849-6322,132.42745833,-63.37638889,0.367953,1.00,0.383,0.383,
B0841+80,132.25628211,80.48308960,1.602228,*,3.304,3.304,
J0854+5449,133.60718958,54.82466167,1.233033,*,1.436,1.436,
B0853-33,133.91005628,-33.52758448,1.267536,0.60,0.503,0.503,
J0855-4644,133.90075000,-46.73705556,0.064686,0.28,5.638,5.638,
J0855-4658,133.83154167,-46.97294444,0.575072,0.23,13.740,13.740,
B0855-61,134.24695833,-61.63130833,0.962511,3.30,0.370,0.370,
J0857+3349,134.27945833,33.82138889,0.242961,*,1.567,1.567,
J0857-4424,134.48263333,-44.40295833,0.326786,0.98,2.833,2.833,
J0900-3144,135.18313787,-31.74191533,0.011110,3.84,0.890,0.380,
J0901-4624,135.41716667,-46.41347222,0.441995,0.51,3.032,3.032,
B0901-63,135.63500000,-63.42000000,0.660313,1.70,0.192,0.192,
B0903-42,136.24617917,-42.77038889,0.965173,0.60,0.675,0.675,
B0904-74,136.04362500,-74.99491667,0.549554,2.00,1.048,1.048,
J0905-4536,136.34958333,-45.61472222,0.988281,1.10,2.912,2.912,
J0905-5127,136.46650000,-51.46501389,0.346301,1.05,1.330,1.330,
J0905-6019,136.31352083,-60.32279444,0.340854,0.30,0.359,0.359,
B0905-51,136.81625417,-51.96648889,0.253558,17.00,0.341,0.341,
B0906-17,137.15909250,-17.66046389,0.401626,4.00,0.805,0.805,
B0906-49,137.14775000,-49.21805556,0.106769,20.00,1.000,1.027,
B0909-71,137.39920833,-72.20248333,1.362890,1.90,0.752,0.752,
B0904+77,137.50000000,77.46666667,1.579050,*,*,*,
J0912-3851,138.17791667,-38.85083333,1.526085,0.10,0.346,0.346,
J0919-42,139.75000000,-42.00000000,0.812600,*,0.329,0.329,
J0919-6040,139.86612500,-60.68066667,1.216976,0.20,0.355,0.355,
J0921-5202,140.49949375,-52.04401944,0.009680,0.19,0.355,0.355,
B0917+63,140.30889747,62.90386409,1.567994,0.50,1.003,1.003,
B0919+06,140.55842500,6.63980556,0.430627,10.00,1.100,1.912,
J0922-4949,140.56233750,-49.82002222,0.950289,0.52,2.698,2.698,
J0923-31,140.99166667,-31.95000000,*,*,0.382,0.382,
B0922-52,141.03634167,-53.04516667,0.746338,1.10,0.513,0.513,
B0923-58,141.12841667,-58.23475000,0.739505,6.00,0.107,0.107,
J0925+6103,141.32310458,61.05114000,0.005983,0.20,1.976,1.976,
J0927+2345,141.93858333,23.75297222,0.761889,0.06,1.091,1.091,
J0928+06,142.18333333,6.23333333,2.060400,*,25.000,25.000,
J0928+30,142.25000000,30.63333333,2.091500,*,2.037,2.037,
J0930-2301,142.51175000,-23.02916667,1.807069,*,25.000,25.000,
J0931-1902,142.82965478,-19.04861884,0.004638,0.52,3.722,3.722,
J0932-3217,143.16312500,-32.28727778,1.931627,0.30,0.414,0.414,
J0932-5327,143.09525000,-53.45305556,4.392159,0.15,0.359,0.359,
J0934-4154,143.74250000,-41.90541667,0.570409,0.30,0.530,0.530,
B0932-52,143.61765417,-52.82425000,1.444777,3.20,0.349,0.349,
J0935+33,143.77500000,33.18333333,0.961500,*,1.728,1.728,
J0940-5428,145.24258333,-54.47794444,0.087545,0.66,0.377,0.377,
J0941-39,145.40833333,-39.68333333,0.586778,*,0.356,0.356,
J0941-5244,145.42144583,-52.73457778,0.658558,0.50,0.398,0.398,
B0940-55,145.56200000,-55.88197222,0.664389,11.00,0.300,0.415,
B0941-56,145.72676667,-56.96200278,0.808164,1.00,0.406,0.406,
B0940+16,145.87541667,16.52694444,1.087418,1.30,1.487,1.487,
J0943+2253,145.88498958,22.88490556,0.532975,0.39,3.555,3.555,
B0942-13,146.12064958,-13.91156389,0.570264,0.60,0.686,0.686,
J0944+4106,146.07557733,41.10126386,2.229431,*,2.673,2.673,
J0945-4833,146.40939167,-48.55402778,0.331586,0.39,0.352,0.352,
B0943+10,146.53166667,9.86527778,1.097706,*,0.892,0.892,
J0947+2740,146.83869583,27.67875000,0.851014,0.13,25.000,25.000,
J0949-6902,147.33569583,-69.04488889,0.640016,0.30,1.677,1.677,
J0951-71,147.85000000,-71.31694444,0.212378,*,1.516,1.516,
J0952-0607,148.03467254,-6.12319167,0.001414,*,7.600,1.740,
B0950-38,148.07166667,-38.65283333,1.373815,4.00,0.523,0.523,
B0950+08,148.28879042,7.92659722,0.253065,100.00,0.261,0.187,
J0954-5430,148.52519167,-54.51467222,0.472851,0.51,0.433,0.433,
B0953-52,148.87275417,-53.07128889,0.862122,0.94,0.401,0.401,
J0955-6150,148.80000000,-61.83333333,0.001999,0.64,2.172,2.172,
J0957-06,149.25000000,-6.28333333,1.723700,*,2.461,2.461,
J0957-5432,149.48337500,-54.53441667,0.203557,0.18,0.449,0.449,
B0957-47,149.85921667,-48.16318611,0.670086,4.00,0.361,0.361,
J1000+08,150.15833333,8.33277778,0.440372,*,1.741,1.741,
J1000-5149,150.11725417,-51.83281111,0.255677,0.26,0.127,0.127,
B0959-54,150.40770833,-55.11883333,1.436631,10.00,0.300,0.408,
J1001-5559,150.28583333,-55.98338889,1.661177,1.40,0.432,0.432,
J1001-5939,150.38429167,-59.65494444,7.733640,0.15,1.240,1.240,
J1002-5559,150.74125000,-55.99361111,0.777501,0.12,3.270,3.270,
J1002-5919,150.58541667,-59.32700000,0.713489,0.17,3.171,3.171,
B1001-47,150.83970417,-47.78366389,0.307074,1.43,0.369,0.369,
J1005+30,151.37500000,30.25000000,*,*,1.990,1.990,
J1006-6311,151.65250000,-63.19477778,0.835797,0.12,2.381,2.381,
J1010+15,152.50000000,15.85000000,*,*,25.000,25.000,
B1010-23,153.14052652,-23.63956138,2.517945,0.14,0.983,0.983,
J1012-4235,153.05392083,-42.59817778,0.003101,0.26,0.372,0.372,
J1012+5307,153.13932687,53.11729541,0.005256,3.80,0.700,0.805,
J1012-5830,153.22875000,-58.50711111,2.133591,0.08,2.799,2.799,
B1011-58,153.20195833,-58.96347222,0.819926,1.91,3.185,3.185,
J1013-5934,153.38270000,-59.57406389,0.442901,2.60,3.144,3.144,
J1014-48,153.57500000,-48.82833333,1.508800,*,0.379,0.379,
J1015-5719,153.90816667,-57.32022222,0.139882,3.00,2.732,2.732,
B1014-53,154.12972917,-53.75396111,0.769586,1.10,0.117,0.117,
J1016-5819,154.05029583,-58.31696389,0.087834,0.36,2.587,2.587,
J1016-5857,154.08816667,-58.95336111,0.107386,0.90,3.163,3.163,
J1017+3011,154.40120833,30.19613889,0.452785,*,25.000,25.000,
B1015-56,154.30346250,-56.35847778,0.503463,2.20,3.513,3.513,
J1017-7156,154.46383654,-71.94489308,0.002339,1.09,1.807,1.807,
J1018-1523,154.50000000,-15.00000000,0.083100,*,1.087,1.087,
B1016-16,154.66818997,-16.70281630,1.804695,0.70,25.000,25.000,
J1019-5749,154.96725000,-57.81830556,0.162499,3.80,10.913,10.913,
J1020-5921,155.05845833,-59.35944444,1.238305,0.20,0.938,0.938,
J1020-6026,155.04754167,-60.43508333,0.140481,0.25,3.277,3.277,
J1021-5601,155.35341667,-56.03080556,0.670026,0.37,2.429,2.429,
J1022+1001,155.74164348,10.03129866,0.016453,3.90,0.645,0.834,
J1022-5813,155.61708333,-58.22500000,1.643726,0.20,4.245,4.245,
J1023+0038,155.94869667,0.64467931,0.001688,*,1.190,1.112,
J1023-5746,155.76208333,-57.76805556,0.111472,*,2.080,*,
J1024-0719,156.16113071,-7.32208671,0.005162,1.50,1.220,0.382,
J1028-5819,157.11666667,-58.31811111,0.091403,0.24,1.423,1.423,
J1031-6117,157.75933333,-61.29738889,0.306411,0.12,3.383,3.383,
J1032-5206,158.11537500,-52.10236111,2.407622,0.19,2.096,2.096,
B1030-58,158.02031667,-59.19855556,0.464213,1.10,3.005,3.005,
J1034-3224,158.58129582,-32.40721690,1.150590,8.00,1.636,1.636,
J1035-6345,158.76283333,-63.75511389,0.579577,0.24,2.167,2.167,
J1035-6720,158.86449167,-67.33685889,0.002872,0.07,1.461,1.461,
J1036-4926,159.05467083,-49.43922222,0.510369,0.80,2.313,2.313,
J1036-6559,159.08350000,-65.98590833,0.533502,0.30,2.052,2.052,
J1036-8317,159.16900417,-83.29889444,0.003408,0.45,0.934,0.934,
J1038+0032,159.61222083,0.54544444,0.028852,0.10,5.094,5.094,
B1036-58,159.58208333,-58.52421667,0.661992,2.30,0.917,0.917,
B1039-19,160.40081667,-19.70378056,1.386368,2.30,2.533,2.533,
B1039-55,160.50202208,-55.35160917,1.170867,0.62,2.789,2.789,
J1043-6116,160.98025417,-61.28076667,0.288605,1.39,3.055,3.055,
J1044-5737,161.13666667,-57.62202778,0.139029,*,1.895,*,
J1045-0436,161.25000000,-4.00000000,0.024000,*,0.335,0.335,
J1045-4509,161.45910336,-45.16502896,0.007474,2.74,0.340,0.334,
J1046+0304,161.68012500,3.06858333,0.326271,0.30,4.739,4.739,
B1044-57,161.57837500,-58.23111111,0.369428,1.37,2.340,2.340,
J1047-3032,161.75338998,-30.53833367,0.330328,1.10,2.144,2.144,
J1047-6709,161.86784167,-67.16418500,0.198451,3.10,1.765,1.765,
J1048+2339,162.18090981,23.66483453,0.004665,0.17,2.002,2.002,
J1048+5349,162.02691667,53.83108333,2.730862,*,25.000,25.000,
B1046-58,162.05437500,-58.53505556,0.123725,9.10,2.900,1.790,
J1048-5838,162.05233750,-58.63861667,1.231305,*,1.008,1.008,
J1049+5822,162.40791667,58.37141667,0.727618,*,1.120,1.120,
J1049-5833,162.45975000,-58.56238889,2.202325,0.70,3.004,3.004,
J1050-5953,162.52966667,-59.88927778,6.452077,*,9.000,*,
J1052-5954,163.15879167,-59.91225000,0.180592,0.15,3.143,3.143,
J1052-6348,163.22245833,-63.80461111,0.383830,0.11,1.994,1.994,
J1054-5943,163.74062500,-59.72058333,0.346909,0.31,2.585,2.585,
J1054-5946,163.62691667,-59.77527778,0.228324,0.20,2.327,2.327,
J1054-6452,163.53683333,-64.87708333,1.840004,0.25,2.342,2.342,
J1055-6022,163.95208333,-60.38111111,0.947558,0.20,3.597,3.597,
J1055-6028,163.91329167,-60.47708333,0.099661,0.95,3.830,3.830,
J1055-6236,163.97754167,-62.61341667,0.448635,0.12,1.883,1.883,
J1055-6905,163.93629167,-69.08650000,2.919397,0.30,2.035,2.035,
J1056-5709,164.18245833,-57.15958333,0.676082,0.11,3.062,3.062,
B1054-62,164.10660000,-62.97991389,0.422451,34.00,2.400,2.615,
J1056-7117,164.19158333,-71.29816500,0.026310,0.50,1.689,1.689,
J1057-4754,164.47140833,-47.91600000,0.628306,0.53,0.639,0.639,
B1055-52,164.49602083,-52.44898056,0.197115,4.40,0.093,0.093,
J1057-5851,164.28958333,-58.85194444,0.620365,*,*,*,
B1056-78,164.36541667,-79.23988889,1.347404,0.60,1.439,1.439,
J1058-5957,164.64270833,-59.96011111,0.616270,0.60,2.588,2.588,
B1056-57,164.75370250,-57.70404167,1.185003,2.00,1.645,1.645,
J1059+6459,164.86459671,64.99219973,3.631170,*,1.944,1.944,
J1101-6101,165.43733333,-61.02766667,0.062800,*,7.000,*,
J1101-6424,165.40496792,-64.41092556,0.005109,0.30,2.175,2.175,
J1102+02,165.50000000,2.00000000,0.004050,*,25.000,25.000,
J1103-5403,165.88872500,-54.06201250,0.003393,0.40,1.683,1.683,
J1103-6025,165.88116667,-60.42677500,0.396587,0.17,2.378,2.378,
J1104-6103,166.07192500,-61.05107778,0.280905,0.24,1.327,1.327,
J1105+02,166.38333333,2.48076111,6.403055,*,1.548,1.548,
J1105-4353,166.35350000,-43.88472222,0.351112,0.19,0.127,0.127,
J1105-6037,166.25200000,-60.62119444,0.194938,*,*,*,
J1105-6107,166.35891667,-61.13026111,0.063202,1.20,2.360,2.360,
J1106-6438,166.61850000,-64.65000000,2.717934,0.19,2.153,2.153,
J1107-5907,166.89358333,-59.12186111,0.252773,0.18,0.115,0.115,
B1105-59,166.99458333,-59.78444444,1.516531,0.30,1.915,1.915,
J1107-6143,166.80125000,-61.73305556,1.799396,0.38,2.937,2.937,
B1107-56,167.50154667,-56.62571389,0.558254,3.29,2.447,2.447,
J1110+58,167.75000000,58.86666667,0.793348,*,25.000,25.000,
J1111-6039,167.95250000,-60.65722222,0.106670,*,*,*,
J1112-6103,168.06170833,-61.05863889,0.064962,2.30,4.464,4.464,
B1110-65,168.16005833,-66.21796194,0.334214,1.70,2.534,2.534,
B1110-69,168.21158333,-69.44231389,0.820488,0.60,2.076,2.076,
B1112-60,168.59454167,-61.00891667,0.880858,5.36,5.477,5.477,
J1115-0956,168.86400417,-9.94808333,1.310894,0.22,1.061,1.061,
B1112+50,168.91000000,50.50341389,1.656440,3.00,0.923,0.923,
J1115-6052,168.97384167,-60.87183611,0.259779,0.48,2.185,2.185,
J1116-2444,169.09691667,-24.74891667,0.867949,*,0.839,0.839,
B1114-41,169.17952500,-41.37887778,0.943158,6.00,0.280,0.280,
J1117-6154,169.34920833,-61.90611111,0.505097,1.60,3.976,3.976,
J1117-6447,169.43750000,-64.79944444,1.155272,0.14,2.752,2.752,
J1119-6127,169.80958333,-61.46375000,0.407963,1.09,8.400,6.398,
B1118-79,169.92000000,-79.60841667,2.280597,0.70,0.814,0.814,
J1120-24,170.00000000,-24.00000000,0.497000,*,0.098,0.098,
J1120-3618,170.09732500,-36.32790778,0.005557,0.30,0.954,0.954,
B1119-54,170.32954167,-54.73475000,0.535787,1.50,2.324,2.324,
J1122-3546,170.50000000,-35.76666667,0.007800,*,0.656,0.656,
J1123-4844,170.81521250,-48.73965278,0.244838,1.00,1.858,1.858,
J1123-6102,170.92375000,-61.03505556,0.640234,1.10,3.487,3.487,
J1123-6259,170.98137500,-62.98636667,0.271437,0.51,2.187,2.187,
J1123-6651,170.96754167,-66.86363056,0.232976,0.60,1.675,1.675,
J1124-3653,171.00465000,-36.88863889,0.002410,*,0.990,0.990,
J1124-5638,171.23529167,-56.64436111,0.185560,0.31,2.639,2.639,
J1124-5916,171.16250000,-59.27194444,0.135477,0.08,5.000,2.674,
J1124-6421,171.24791667,-64.35472222,0.479099,0.19,2.702,2.702,
J1125-5825,171.43485683,-58.42135550,0.003102,1.00,1.744,1.744,
J1125-6014,171.48012346,-60.23519318,0.002630,1.32,0.988,0.988,
J1125+7819,171.49940268,78.33019874,0.004202,1.10,0.903,0.903,
J1126-2737,171.50833333,-27.61972222,0.358161,*,0.436,0.436,
J1126-38,171.57500000,-38.63333333,0.887550,*,1.013,1.013,
B1124-60,171.71920000,-60.91110000,0.202737,1.40,2.426,2.426,
J1126-6942,171.59025000,-69.70438889,0.579419,0.30,1.185,1.185,
J1128-6219,172.19458333,-62.31916667,0.515984,0.27,7.401,7.401,
J1129-53,172.33750000,-53.51666667,1.062880,*,1.457,1.457,
J1130+09,172.72916667,9.34681944,4.796637,*,3.386,3.386,
J1130-5826,172.56804167,-58.43397222,0.162323,0.18,2.408,2.408,
J1130-5925,172.54350000,-59.42613889,0.680984,0.12,2.387,2.387,
J1130-6807,172.63297083,-68.12458889,0.256353,0.55,1.972,1.972,
J1132+25,173.20833333,25.25000000,1.002000,*,25.000,25.000,
J1132-4700,173.06050000,-47.01013889,0.325633,0.49,2.688,2.688,
J1132-5627,173.06558333,-56.45802778,0.175166,0.09,2.911,2.911,
B1131-62,173.46437500,-62.84738889,1.022875,7.00,7.448,7.448,
J1135-49,173.98333333,-49.42527778,*,*,2.129,2.129,
J1135-6055,173.78489583,-60.92680000,0.114943,*,*,*,
B1133+16,174.01299917,15.85393972,1.187913,20.00,0.372,0.414,
B1133-55,174.00900000,-55.41858333,0.364713,6.00,1.518,1.518,
J1136-6527,174.10508333,-65.45541667,1.189309,0.14,1.955,1.955,
J1137-6700,174.38370417,-67.00916944,0.556216,1.50,2.603,2.603,
J1137+7528,174.25857208,75.46730864,0.002513,*,3.833,3.833,
J1138-6207,174.59008333,-62.13313889,0.117564,0.57,7.183,7.183,
J1139-6247,174.82125000,-62.79027778,0.120482,*,*,*,
J1141-3107,175.35678750,-31.13127778,0.538432,0.80,0.783,0.783,
J1141-3322,175.42815000,-33.37703056,0.291468,1.60,1.853,1.853,
J1141-6545,175.27922500,-65.75530919,0.393899,2.40,10.000,1.676,
J1142+0119,175.70893750,1.32658056,0.005075,0.04,2.169,2.169,
J1142-6230,175.71875000,-62.50108333,0.558383,0.26,3.483,3.483,
J1143-5158,175.81277083,-51.97774722,0.675646,0.30,2.397,2.397,
J1143-5536,175.79079167,-55.60125000,0.685358,0.20,2.220,2.220,
J1144-6146,176.14500000,-61.78027778,0.987783,0.45,1.395,1.395,
J1144-6217,176.00879167,-62.29175000,0.850665,0.20,2.645,2.645,
B1143-60,176.53214667,-60.51656167,0.273375,3.20,1.634,1.634,
J1146-6610,176.74322125,-66.18093278,0.003722,0.55,1.793,1.793,
J1148-5725,177.11887500,-57.42016667,3.559937,0.12,2.063,2.063,
J1148-6415,177.15750000,-64.25916667,3.241029,0.06,2.454,2.454,
J1151-6108,177.98691667,-61.13822222,0.101633,0.06,2.227,2.227,
J1152-5800,178.04166667,-58.00944444,1.789829,0.12,2.156,2.156,
J1152-6012,178.22416667,-60.20583333,0.376570,0.17,1.367,1.367,
J1153-2117,178.24166667,-21.29805556,2.343480,*,2.331,2.331,
J1154-19,178.50000000,-19.00000000,0.011100,*,0.121,0.121,
J1154-6250,178.58375000,-62.83408333,0.282012,0.07,1.358,1.358,
J1156-1318,179.17500000,-13.30611111,*,*,2.228,2.228,
J1156-5707,179.03104167,-57.11725000,0.288417,0.27,2.848,2.848,
J1156-5909,179.08958333,-59.15341667,1.037931,*,2.331,2.331,
J1157-5112,179.28402500,-51.21559444,0.043589,0.28,0.961,0.961,
B1154-62,179.31336250,-62.41414722,0.400526,14.00,4.000,4.758,
J1159-6409,179.84041667,-64.16583333,0.667486,0.47,2.035,2.035,
J1159-7910,179.89879167,-79.16822222,0.525074,0.70,1.607,1.607,
J1201-6306,180.34587500,-63.11652778,0.592136,0.13,9.538,9.538,
B1159-58,180.61802083,-58.34267778,0.452803,3.00,1.887,1.887,
J1203-6242,180.98041667,-62.71222222,0.100604,*,*,*,
J1204-6843,181.15300000,-68.72144167,0.308861,0.50,1.906,1.906,
J1207-4508,181.83025000,-45.13586111,1.769828,0.31,2.634,2.634,
J1207-5050,181.84334967,-50.84407778,0.004843,0.39,1.267,1.267,
J1208-6238,182.05816667,-62.63425000,0.440591,*,*,*,
J1210-5226,182.50379167,-52.44122222,0.424131,*,2.600,*,
J1210-5559,182.52494608,-55.98440281,0.279768,1.27,2.372,2.372,
J1210-6322,182.69491667,-63.37247222,1.163186,0.15,9.548,9.548,
J1210-6550,182.67500000,-65.83461111,4.237010,0.17,0.923,0.923,
J1211-6324,182.85075000,-63.41255556,0.433084,0.45,8.049,8.049,
J1214-5830,183.53508333,-58.50719444,0.909823,0.14,1.883,1.883,
J1215-5328,183.75258333,-53.47544444,0.636414,0.50,3.275,3.275,
J1216-50,184.08333333,-50.45027778,6.355000,*,2.302,2.302,
J1216-6223,184.17483333,-62.39916667,0.374053,0.23,18.316,18.316,
J1216-6410,184.03058167,-64.16922944,0.003539,1.15,1.098,1.098,
J1220-6318,185.07441667,-63.31291667,0.789212,0.68,8.948,8.948,
J1221-0633,185.35333333,-6.56416667,0.001930,*,1.251,1.251,
J1222-5738,185.71791667,-57.63888889,1.081164,0.11,1.408,1.408,
J1223-5856,185.91725000,-58.94691667,0.288541,0.38,4.770,4.770,
J1224-6208,186.18437500,-62.14475000,0.585761,0.23,9.876,9.876,
B1221-63,186.09272500,-64.13163056,0.216480,8.90,4.000,1.535,
J1225-5556,186.43261250,-55.94531667,1.018453,0.30,1.929,1.929,
J1225-6035,186.36929167,-60.59377778,0.626324,0.26,2.194,2.194,
B1222-63,186.42833333,-64.14527778,0.419618,1.26,9.846,9.846,
J1226+0005,186.56000000,0.09555556,2.285076,*,1.868,1.868,
J1226-3223,186.69428333,-32.38361111,6.193004,*,2.175,2.175,
J1227-4853,186.99468333,-48.89520583,0.001686,*,1.613,1.244,
J1227-6208,186.75183875,-62.14549694,0.034528,0.27,9.469,9.469,
J1227-63,186.80000000,-63.15000000,0.444578,*,9.406,9.406,
J1231-1411,187.79713833,-14.19545278,0.003684,0.29,0.420,0.420,
J1231-4609,187.94066667,-46.16255556,0.877239,1.70,1.965,1.965,
J1231-5113,187.89875000,-51.22638889,0.206612,*,*,*,
J1231-6303,187.80416667,-63.05500000,1.351236,1.50,8.279,8.279,
J1231-6511,187.93291667,-65.19666667,0.247525,*,*,*,
J1232-4742,188.07958333,-47.71413889,1.872994,2.38,0.871,0.871,
J1232-6501,188.07433333,-65.01759167,0.088282,0.34,5.423,5.423,
J1233-6312,188.38125000,-63.20805556,0.564759,0.25,10.020,10.020,
J1233-6344,188.41625000,-63.74861111,0.756892,0.07,10.379,10.379,
J1234-3630,188.55000000,-36.51141667,0.569242,*,5.990,5.990,
B1232-55,188.82916667,-54.95000000,0.638234,1.00,1.741,1.741,
J1235-6354,188.99050000,-63.90844444,0.256778,0.16,10.296,10.296,
J1236-0159,189.01041667,-1.98611111,3.597574,*,2.039,2.039,
J1236-5033,189.24645833,-50.56008333,0.294760,0.60,2.755,2.755,
J1237-6725,189.35791667,-67.42608333,2.110974,0.40,3.036,3.036,
J1238+2152,189.59656936,21.86974274,1.118591,*,2.555,2.555,
B1237+25,189.91858917,24.89702500,1.382449,23.20,0.840,0.827,
J1239+32,189.75000000,32.00000000,0.004700,*,2.224,2.224,
J1239-48,189.75000000,-48.00000000,0.653900,*,5.355,5.355,
B1236-68,189.99566667,-68.54137222,1.301923,0.96,1.575,1.575,
B1237-41,190.07337500,-41.41436111,0.512242,0.60,1.682,1.682,
J1242+39,190.64166667,39.63333333,1.310000,*,25.000,25.000,
J1243+17,190.75000000,17.86666667,1.216500,*,0.405,0.405,
J1243-5735,190.89741667,-57.59522222,0.471225,0.14,14.144,14.144,
B1240-64,190.82125417,-64.38992500,0.388485,34.20,2.000,9.405,
J1244-1812,191.10741667,-18.20450000,3.425324,0.20,1.085,1.085,
J1244-5053,191.04783333,-50.88905556,0.275207,0.20,3.422,3.422,
J1244-6359,191.19872083,-63.99650000,0.147274,0.15,8.497,8.497,
J1244-6531,191.15958333,-65.52000000,1.546819,0.17,10.862,10.862,
J1245-6238,191.33800000,-62.64886111,2.283093,0.14,9.956,9.956,
J1246+2253,191.70567917,22.89535278,0.473871,0.39,2.465,2.465,
J1248-6344,192.19316667,-63.73600000,0.198335,0.20,10.699,10.699,
J1248-6444,192.13695833,-64.73333333,1.234893,0.15,5.969,5.969,
J1249-6507,192.47633333,-65.12216667,0.434445,0.10,5.123,5.123,
J1251-7407,192.97058333,-74.12084444,0.327058,0.20,1.860,1.860,
J1252+53,193.00000000,53.70000000,0.220104,*,3.191,3.191,
J1252-6314,193.17758333,-63.24241667,0.823339,0.66,7.317,7.317,
J1253-5820,193.36809167,-58.34469167,0.255496,4.10,1.641,1.641,
J1254-6150,193.63533333,-61.84744444,0.184502,0.15,1.531,1.531,
